"Thai","Vietnamese","POS_Tags_Thai"
"ꪔꪷ꪿ ꪼꪖ ꪚꪱꪙ","đóng cày bừa","đg. cxđ."
"ꪼꪖ꪿ ꪎ꫁ꪺꪉ ꪹꪎ꫁","thay quần áo","cxđ. cxđ."
"ꪼꪖ꪿ ꪹꪮꪱ ꪵꪪꪙ ꪣꪳ ꪁꪾ","chuộc lại cái nhẫn vàng","cxđ. đg. cxđ. d."
"ꪼꪖ꪿ ꪹꪮꪱ ꪹꪀꪷꪙ ꪜꪱ ꪙꪳ꪿ꪉ ꪘꪰ꫁ꪉ ꪶꪁꪙ ꪵꪀꪫ꪿ꪙ","mua lại một cơn cá với người quen","cxđ. đg. d. đg. .cxđ cxđ. d. cxđ."
"ꪼꪖ꪿ ꪄꪱꪥ ꪢꪱꪀ ꪵꪣꪉ","mua buôn hoa quả","cxđ. cxđ."
"ꪖꪰꪀ ꪹꪖꪷ꪿ꪙ ꪹꪐ꪿ ꪢꪴ","chất đông thịt lợn","cxđ. cxđ. d."
"ꪖꪾ꫁ ꪒ꪿ꪱꪙ","hang đá","cxđ. cxđ."
"ꪜꪴꪀ ꪹꪜꪸꪙ ꪖꪽ","cáy thành hàng","cxđ. t. cxđ."
"ꪖꪽ ꪹꪎꪱ","vì cột","cxđ. cxđ."
"ꪖꪽ ꪝꪴ","rặng núi","cxđ. cxđ."
"ꪩꪱꪀ ꪖꪰꪒ ꪼꪜ","kéo lê đi","cxđ. cxđ. cxđ."
"ꪭ꪿ꪱꪫ ꪖꪰꪒ ꪼꪜ ꪹꪥꪸꪒ","cố lết đi làm","cxđ. cxđ. cxđ. cxđ."
"ꪚꪲꪙ ꪖꪰꪒ ꪜꪱꪥ ꪼꪣ꫁","bay sát ngọn cây","đg. cxđ. d. d."
"ꪙ꫁ꪮꪉ ꪖꪰꪒ","em thứ","d. cxđ."
"ꪙꪰ꪿ꪉ ꪖꪰꪒ ꪹꪖ ꪘꪰ꫁ꪉ ꪀꪱꪉ ꪄ꪿ꪺꪉ","ngồi lê lết ở sân","cxđ. cxđ. cxđ. d."
"ꪫ꪿ꪱ ꪗꪰꪒ ꪗꪷ꫁ ꪻꪎ꪿ ꪀꪽ","nói thành thật với nhau","t. cxđ. cxđ. d."
"ꪛ꫁ꪱꪙ ꪗꪰꪒ ꪗꪷ꫁ ꪵꪔ꪿ ꪙ꫁ꪮꪥ","bạn thân thiết từ nhỏ","d. cxđ. cxđ. d."
"ꪵꪖ ꪘꪺꪒ","cạo râu","cxđ. cxđ."
"ꪵꪗ꫁ ꪔꪳ꪿ꪣ ꪭ꫁ꪮꪥ ꪙꪳ꪿ꪉ ꪊꪰ꪿ꪉ ꪝꪷ","bù thêm một trăm mới đủ","cxđ. cxđ. cxđ. .cxđ cxđ. cxđ."
"ꪵꪖꪫ ꪼꪣ꫁ ꪬꪮꪥ","lằn roi","cxđ. d. d."
"ꪵꪖꪫ ꪹꪨꪉ ꪵꪒꪉ","vệt xanh đỏ","cxđ. t. d."
"ꪎꪮꪉ ꪵꪖꪫ ꪙꪾ꫁ ꪔꪱ","hai hàng nước mắt","đg. cxđ. cxđ."
"ꪵꪖꪫ ꪕꪱꪉ","ngả đường; nẻo đường","cxđ. cxđ."
"ꪵꪖꪫ ꪹꪩꪒ ꪒꪸꪫ","cùng một dòng máu","cxđ. t. p."
"ꪵꪗ꫁ꪫ ꪹꪐ꪿ ꪢꪴ","thẻo thịt lợn","cxđ. cxđ. d."
"ꪖꪲ ꪵꪩ꪿ꪙ","thi chạy","cxđ. cxđ."
"ꪜꪴꪀ ꪖꪲ꪿","cấy dày","cxđ. t."
"ꪼꪣ꫁ ꪶꪜ꪿ꪉ ꪖꪲ꪿ ꪑꪰꪒ","cây mọc dày đặc","d. cxđ. cxđ."
"ꪙꪰ꪿ꪉ ꪖꪲ꪿ ꪑꪰꪒ ꪀꪽ ꪼꪜ","ngồi sát vào nhau","cxđ. cxđ. d. cxđ."
"ꪠꪱ ꪎꪱꪙ ꪖꪲ꪿ ꪑꪰꪒ","phên đan nhặt","cxđ. đg. cxđ."
"ꪖꪸꪉ ꪼꪭ꪿","lều nương","cxđ. cxđ."
"ꪖꪸꪉ ꪢꪸ꪿ꪫ","ngôi miếu","cxđ. cxđ."
"ꪖꪸꪉ ꪁꪫꪱꪥ","chuồng trâu","cxđ. d."
"* ꪖꪸꪉ ꪵꪕ꫁ ꪖꪸꪉ ꪹꪠ꪿ꪉ","chối bay chối biến","SYM cxđ. cxđ. cxđ. UNK"
"ꪹꪚꪱ꪿ ꪖꪸꪉ ꪫꪸꪀ ꪎꪰꪉ","không từ chối việc gì","cxđ. cxđ. d. p."
"ꪔꪰ꫁ꪉ ꪖꪸꪉ ꪹꪩꪱ꫁","dựng lẫm","đg. cxđ."
"ꪣꪲ ꪖꪸꪚ ꪹꪣꪷꪥ","có thiếp mời","đg. cxđ. đg."
"* ꪖꪸꪫ ꪹꪫꪸꪙ ꪖꪸꪫ ꪁꪳꪙ","thức đêm thức hôm","SYM cxđ. t. cxđ."
"ꪹꪚꪱ꪿ ꪖꪸ꪿ꪫ ꪮꪽ ꪻꪒ","chẳng thiếu cái gì","cxđ. cxđ. d. đ."
"ꪹꪚꪱ꪿ ꪎꪴ꫁ ꪼꪒ꫁","thỉm sìa: không dùng được vứt đi","cxđ. d. t."
"ꪖꪲ꫁ꪣ ꪮ꫁ꪱꪥ ꪙ꫁ꪮꪉ","ruồng bỏ anh em","cxđ. d."
"ꪹꪊꪱ꫁ ꪹꪥꪸꪒ ꪵꪜ꪿ ꪖꪲ꫁ꪣ ꪻꪎ꪿ ꪹꪎꪱ꪿","mình làm hỏng đổ vấy cho người ta","cxđ. cxđ. t. cxđ. cxđ. cxđ."
"ꪢꪱꪀ ꪹꪙꪱ꪿ ꪖꪲ꫁ꪣ ꪝꪲ ꪎꪸ","quả thối vứt bỏ đi","cxđ. cxđ. cxđ. t."
"ꪖꪲ꫁ꪣ ꪁ꪿ꪫꪱꪉ ꪣꪱꪀ ꪣꪲꪒ ꪼꪫ꫁ ꪘꪰ꫁ꪉ ꪁꪩꪷ꫁ ꪹꪭꪙ","quẳng con dao ở xó nhà","cxđ. cxđ. cxđ. cxđ. cxđ. d. d."
"ꪖꪲ꫁ꪣ ꪶꪕ꫁ꪥ ꪻꪎ꪿ ꪹꪎꪱ꪿","đổ tội cho người ta","cxđ. cxđ. cxđ."
"ꪖ꫁ꪺꪥ ꪵꪔꪀ ꪖꪲ꫁ꪣ ꪫꪱꪉ ꪎꪸ","bát vỡ vứt bỏ đi","d. cxđ. cxđ. t."
"ꪖꪲ꫁ꪣ ꪫꪱꪉ ꪣꪲꪒ ꪘꪰ꫁ꪉ ꪀꪱꪉ ꪕꪱꪉ","bỏ rơi dao ở dọc đường","cxđ. cxđ. cxđ. d.k. cxđ."
"ꪶꪒꪥ ꪭꪱꪥ ꪖꪲ꫁ꪣ ꪫꪱꪉ ꪼꪫ꫁","đôi giày bỏ xó","cxđ. cxđ. cxđ. cxđ."
"ꪫ꪿ꪱ ꪹꪚꪱ꪿ ꪵꪣ꪿ꪙ ꪵꪕ꫁ ꪖꪲ꫁ꪙ ꪫꪱꪉ ꪎꪸ ꪻꪬ꫁","nếu không phải thì bỏ qua cho","t. cxđ. p. cxđ. UNK cxđ. cxđ."
"ꪔꪲꪙ ꪖꪲꪚ ꪔꪰ꪿ꪉ","chân đạp vào ghế","đg. cxđ. cxđ."
"ꪎꪮꪉ ꪜꪲ ꪖꪲꪚ","đẫy hai năm","đg. d. cxđ."
"ꪖꪲꪚ ꪗꪲ꫁ ꪠꪱ ꪮꪮꪀ","đạp tung liếp ra","cxđ. cxđ. đg."
"ꪹꪕꪸꪉ ꪼꪜ ꪹꪕꪸꪉ ꪖꪲꪫ","vừa đi vừa húyt sáo","cxđ. cxđ. cxđ. cxđ."
"ꪖꪲꪫ ꪢꪱ ꪣꪱ ꪹꪭꪙ","suýt chó về nhà","cxđ. đg. d."
"ꪫ꪿ꪱ ꪵꪣ꪿ꪙ ꪖꪨꪮꪀ ꪵꪮꪀ","nói trúng mom","t. p. cxđ."
"ꪶꪜ꪿ꪀ ꪶꪗꪩ꪿ꪣ ꪡꪱ ꪻꪎ꪿ ꪶꪔ","trùm loà xoà cái chăn lên người","cxđ. cxđ. cxđ. cxđ. t."
"ꪄꪽ ꪶꪜ꪿ꪀ ꪬꪺ ꪶꪗꪩ꪿ꪣ ꪶꪗꪩ꫁","khăn đội đầu sùm sụp","d. cxđ. d. cxđ."
"ꪘꪰꪉ ꪹꪖꪷꪨꪀ ꪼꪜ","trầy da","cxđ. cxđ. cxđ."
"ꪶꪩ꫁ꪣ ꪘꪰꪉ ꪹꪖꪷꪨꪀ ꪹꪬꪸꪒ ꪚꪲ꫁","ngã sây sát da","cxđ. cxđ. cxđ."
"ꪩ꫁ꪱ ꪼꪜ ꪗꪩꪴꪥ ꪗꪩꪴꪥ","lôi đi sềnh sệch","đg. cxđ. cxđ."
"ꪖꪷ꪿ ꪹꪭ ꪶꪔ꪿ꪀ ꪀꪱꪉ ꪼꪩ","chống thuyền đến giữa dòng; đâm lao phải theo lao","cxđ. cxđ. cxđ. d.k. cxđ."
"ꪹꪚꪱ꪿ ꪖ꪿ꪮꪥ ꪻꪠ","chẳng kém ai","cxđ. cxđ. cxđ."
"ꪫꪸꪀ ꪹꪥꪸꪒ ꪀꪲꪙ ꪹꪚꪱ꪿ ꪖ꪿ꪮꪥ ꪎꪺ ꪻꪠ","việc làm ăn không thua kém ai","d. cxđ. d. cxđ. cxđ. cxđ."
"ꪖ꫁ꪮꪥ ꪖꪱꪣ ꪻꪬ꫁ ꪭꪴ꫁ ꪶꪀ꪿ꪀ ꪼꪜ","hỏi han cho biết ngọn nguồn","cxđ. cxđ. đg. đg. cxđ."
"ꪖ꫁ꪮꪥ ꪖꪱꪣ ꪁ꪿ꪱ ꪁꪮꪙ","thăm dò giá cả","cxđ. d."
"ꪖꪮꪀ ꪐꪲ꪿ꪉ ꪹꪐ꫁","đổ rác","cxđ. cxđ."
"ꪖꪮꪀ ꪜꪰꪀ ꪙꪾ꫁ ꪘꪰ꫁ꪉ ꪚꪰ꫁ꪉ ꪚꪮꪀ","dốc nước trong ống ra","cxđ. đg. cxđ. d."
"ꪖ꪿ꪮꪣ ꪁꪫꪱꪣ ꪄ꪿ꪱꪫ","dò la tin tức","cxđ. đg. đg."
"ꪶꪁꪙ ꪩꪰꪀ ꪖ꪿ꪮꪣ ꪥꪮꪣ","kẻ trộm rình mò","d. cxđ. cxđ."
"ꪖꪮꪙ ꪔꪲꪙ ꪣꪱ ꪑꪲ ꪑ꫁ꪮꪥ","cất bước đi đằng đẵng","cxđ. đg. cxđ."
"ꪖ꪿ꪮꪙ ꪣꪲꪒ ꪮꪮꪀ ꪠꪰꪀ","rút dao khỏi bao","cxđ. cxđ. đg. d."
"ꪖꪮꪉ ꪙꪾ꫁ ꪀꪲꪙ","lọc nước uống","cxđ. đg. d."
"ꪖꪮꪉ ꪙꪾ꫁ ꪮ꫁ꪮꪥ","xên đường","cxđ. cxđ."
"ꪖ꪿ꪮꪉ ꪩꪾ ꪮ꫁ꪮꪥ","nửa cây mía","cxđ. cxđ. cxđ."
"ꪎꪮꪉ ꪹꪚꪙ ꪖ꪿ꪮꪉ","hai tháng rưỡi","đg. d. cxđ."
"ꪹꪥꪸꪒ ꪖ꪿ꪮꪉ ꪀꪱꪉ ꪫꪱꪉ ꪣꪱ","làm nửa chừng bỏ về","cxđ. cxđ. đg. đg."
"ꪹꪥꪸꪒ ꪖ꪿ꪮꪉ ꪔꪱꪥ ꪹꪚꪱ꪿ ꪹꪜꪸꪙ","làm mệt xác không thành","cxđ. cxđ. cxđ. t."
"ꪵꪩ꪿ꪙ ꪖ꪿ꪮꪉ ꪔꪱꪥ ꪊꪰ꪿ꪉ ꪹꪄꪷꪒ","chạy thục mạng mới kịp","cxđ. cxđ. cxđ. UNK"
"ꪖꪮꪒ ꪶꪮ꪿ꪉ ꪙ꫁ꪮꪥ ꪮꪮꪀ","rút súng ngắn ra","cxđ. cxđ. đg."
"ꪖꪮꪒ ꪭꪱꪥ ꪮꪮꪀ","tụt giày ra","cxđ. cxđ. đg."
"ꪻꪬ꫁ ꪹꪎꪱ꪿ ꪵꪩ꫁ꪫ ꪣꪱ ꪖꪮꪒ ꪹꪮꪱ","cho người ta rồi đến đòi lại","cxđ. cxđ. cxđ. đg. cxđ. đg."
"ꪒꪲꪙ ꪶꪖ꪿ ꪶꪩꪉ","đất sạt xuống","d. cxđ. cxđ."
"ꪁꪫꪱꪥ ꪶꪖ꪿ ꪎꪺꪙ ꪠꪰꪀ","trâu xéo nát vườn rau","d. cxđ. cxđ. d."
"ꪶꪖ꪿ꪀ ꪼꪢ ꪣ꫁ꪮꪙ ꪹꪚꪱ꪿ ꪻꪬ꫁ ꪣꪽ ꪐꪴ꫁ꪉ","gỡ tơ tằm cho khỏi rối","cxđ. d. cxđ. cxđ. d. đg."
"ꪹꪥꪸꪒ ꪹꪋꪸ꫁ꪙ ꪶꪖꪥ","làm thế thôi","cxđ. cxđ."
"ꪎꪷ ꪶꪖꪥ ꪫꪸꪀ","xin thôi việc","cxđ. cxđ. d."
"ꪶꪖ꪿ꪣ ꪙꪾ꫁ ꪏꪩꪱꪥ","nhổ nước bọt","cxđ. d."
"ꪹꪕꪸꪉ ꪹꪭꪙ ꪬꪺ ꪶꪗꪣ ꪶꪗꪣ","cả nhà cười rộ lên","cxđ. d. d. cxđ."
"ꪹꪜꪸ꫁ ꪶꪖꪉ","đeo túi","cxđ. t."
"ꪶꪤ꪿ꪉ ꪊ꪿ꪱꪥ ꪨꪱꪥ ꪶꪖꪉ ꪹꪜꪱ꪿","tiêu pha nhiều nhẵn túi","cxđ. cxđ. cxđ."
"ꪎꪱꪥ ꪵꪮꪫ ꪵꪄꪫꪙ ꪶꪖꪉ ꪕ꫁ꪮꪥ","thắt lưng đeo hần bao","cxđ. d. cxđ."
"ꪣꪳ꫁ ꪙꪲ꫁ ꪶꪖ꪿ꪉ ꪹꪚꪱ꪿ ꪔꪴ꪿ꪀ ꪼꪒ꫁ ꪜꪱ","hôm nay rủi không câu được cá","cxđ. cxđ. cxđ. cxđ. t. đg."
"ꪶꪖ꪿ꪉ ꪹꪕꪸꪉ ꪜꪲ","rông cả năm","cxđ. cxđ."
"ꪶꪖ꫁ꪉ ꪕꪱꪫ ꪹꪄꪱ꫁","rá vo gạo","cxđ. cxđ. d."
"ꪫꪸꪀ ꪹꪚꪱ꪿ ꪶꪗ꫁ꪉ","việc không trôi","d. cxđ. cxđ."
"ꪜꪱ ꪒꪲ꫁ꪙ ꪶꪖꪚ ꪶꪖꪚ","cá giãy đành đạch","đg. cxđ. cxđ."
"* ꪶꪗꪒ ꪖꪴ꫁ ꪶꪗꪒ ꪗꪱꪒ","bập ba bập bõm","SYM cxđ. UNK cxđ. cxđ."
"ꪄꪴꪒ ꪹꪗꪷ꫁ꪣ ꪚꪰꪒ ꪵꪎ ꪚꪲꪙ","đào ngách tránh máy bay","đg. cxđ. đg. d."
"ꪤꪱ ꪹꪖꪷꪙ","thuốc sơn","cxđ. d."
"ꪹꪖꪷꪙ ꪭꪮꪣ","sơn hòm","d. cxđ."
"ꪹꪖꪷꪙ ꪶꪝ꫁ꪥ","trát bồ","d. cxđ."
"* ꪹꪖꪷꪉ ꪜꪲ ꪹꪖꪷꪉ ꪹꪚꪙ","đến năm đến tháng","SYM cxđ. d. cxđ. d."
"* ꪹꪖꪷꪉ ꪶꪢ꪿ꪀ ꪹꪖꪷꪉ ꪻꪊ","thấm thía trong lòng trong dạ","SYM cxđ. cxđ. cxđ."
"ꪹꪖꪷꪉ ꪹꪋꪷ ꪹꪥꪸꪒ ꪀꪲꪙ","đến thời làm ăn","cxđ. cxđ. d."
"ꪹꪚꪱ꪿ ꪹꪖꪷꪉ ꪗ꫁ꪱꪙ ꪹꪁꪷ꫁ꪙ!","chẳng đến nỗi nào thế!","cxđ. cxđ. UNK"
"ꪠꪴ꫁ ꪎꪱꪫ ꪹꪖꪷꪉ ꪖ꫁ꪺꪙ","con gái đến thì","cxđ. cxđ."
"ꪖꪴ ꪹꪭꪙ","tịch thu nhà","cxđ. d."
"ꪩꪱꪀ ꪖꪴ ꪖ꪿ꪱꪉ ꪼꪜ","lôi đi xềnh xệch","cxđ. cxđ. cxđ."
"ꪙꪰ꪿ꪉ ꪙ꫁ꪮꪥ ꪙꪳ꪿ꪉ ꪖꪴ ꪖꪰ꪿ꪉ ꪼꪜ ꪼꪈ","ngồi một tí lật đật đi ngay","cxđ. d. .cxđ cxđ. cxđ. cxđ."
"ꪖꪴ꪿ ꪉꪱ","đũa ngà","cxđ. cxđ."
"ꪖꪴ꪿ ꪶꪕ꫁ꪥ","thú tội","cxđ. đg."
"ꪖꪴ꪿ ꪏꪳ꪿ ꪹꪚꪱ꪿ ꪭꪴ꫁ ꪩꪮꪥ","thú thật không biết bơi","cxđ. cxđ. đg. cxđ."
"ꪜꪰꪉ ꪗꪴ ꪻꪬ꫁ ꪹꪤꪷꪙ ꪹꪣꪉ","trả thù cho nhân dân","cxđ. cxđ. cxđ."
"ꪊꪾ꫁ ꪖ꪿ꪺ ꪹꪙꪱ꪿","chấm tương","cxđ. cxđ."
"ꪙꪰ꪿ꪉ ꪖ꫁ꪺ ꪀꪽ ꪹꪢꪸꪒ ꪣꪳ꫁","ngồi tán nhau hết ngày","cxđ. cxđ. d. cxđ. đg."
"ꪖꪴ꪿ꪀ ꪢꪷ꫁","đánh nồi; cọ nồi","cxđ. d."
"ꪖꪴ꪿ꪀ ꪎꪽ ꪡ꫁ꪮꪉ","xát xà phòng","cxđ. cxđ. cxđ."
"ꪖꪴ꪿ꪀ ꪎꪲ ꪔꪲꪙ ꪣꪳ","kì cọ chân tay","cxđ. cxđ."
"* ꪏꪳ꫁ ꪖꪴꪀ ꪄꪱꪥ ꪵꪝꪉ","mua rẻ bán đắt","SYM UNK cxđ. đg. cxđ."
"ꪹꪁꪷ꫁ꪙ ꪹꪉꪷꪙ ꪄꪱꪥ ꪖꪴꪀ ꪖꪱꪀ ꪼꪜ","cần tiền bán tống táng đi","đg. đg. đg. cxđ. cxđ."
"ꪙꪱ ꪋꪷ꫁ ꪖꪴ꪿ꪣ","ruộng bị lụt","d. cxđ. cxđ."
"ꪠꪰꪀ ꪖꪴ꪿ꪣ ꪩꪱꪒ","rau ngập chợ","d. cxđ. đg."
"ꪠꪰꪀ ꪘꪷ꪿ ꪖꪴ꪿ꪣ ꪖꪱꪀ","rau cỏ tràn ngập","cxđ. cxđ."
"ꪢꪱꪉ ꪖꪴ꪿ꪣ ꪖꪱꪀ","mắng phứa; mắng tuốt","đg. cxđ."
"ꪶꪕ꪿ꪉ ꪙꪱ ꪖꪴ꪿ꪙ ꪖ꫁ꪺꪣ","cánh đồng ngập lụt","cxđ. UNK cxđ."
"ꪗꪴꪉ ꪬꪱꪚ ꪙꪾ꫁","thùng gánh nước","cxđ. d. đg."
"ꪖ꫁ꪺꪥ ꪵꪀꪉ","bát canh","d. đg."
"ꪙꪾ꫁ ꪖ꫁ꪺꪣ ꪬꪺ","nước ngập đầu","đg. cxđ. d."
"ꪖ꫁ꪺꪣ ꪁ꪿ꪱ ꪚꪰ꫁ꪉ ꪵꪎ","tròn giá chiếc xe","cxđ. đg. d. đg."
"ꪹꪮꪱ ꪻꪬ꫁ ꪖ꫁ꪺꪣ ꪬꪴꪚ","lấy cho thoả lòng tham","đg. cxđ. cxđ."
"ꪀꪲꪙ ꪻꪬ꫁ ꪣꪽ ꪖ꫁ꪺꪣ ꪣꪷ꪿","ăn cho thoả","d. cxđ. d. cxđ."
"ꪢꪴ ꪝꪲ ꪖ꫁ꪺꪙ","lợn béo tột bậc","d. d. cxđ."
"ꪎꪴꪉ ꪖ꫁ꪺꪙ","cao tột độ","cxđ. cxđ."
"ꪖ꫁ꪺꪙ ꪄꪺꪚ","đẫy năm","cxđ. d."
"ꪹꪥꪸꪒ ꪖ꫁ꪺꪙ ꪵꪭꪉ","làm đẫy sức","cxđ. cxđ."
"ꪖꪺꪉ ꪚꪮꪀ","bông hoa; đoá hoa","cxđ. đg."
"ꪹꪎ꫁ ꪒ꪿ꪮꪙ ꪖꪺꪉ ꪖꪺꪉ","áo trắng lôm lốp","d. d. cxđ."
"ꪹꪩꪀ ꪖꪴꪒ ꪠꪰꪀ","nhặt cây rau","cxđ. cxđ. d."
"ꪖꪴꪒ ꪼꪢ","con chỉ","cxđ. d."
"ꪣꪳ꫁ ꪖꪳ꪿ ꪎꪮꪉ","ngày thứ hai","đg. cxđ. đg."
"ꪏꪳ꫁ ꪨꪱꪥ ꪖꪳ꪿","mua nhiều thứ","UNK cxđ. cxđ."
"* ꪖꪳ꫁ ꪶꪢ꪿ꪀ ꪖꪳ꫁ ꪻꪊ","thử lòng thử dạ","SYM cxđ. cxđ. cxđ. t."
"ꪹꪖ ꪘꪰ꫁ꪉ ꪹꪎ","lột da hổ","cxđ. cxđ. cxđ."
"ꪹꪖ꫁ ꪹꪢꪸꪒ ꪎꪮꪉ ꪖ꫁ꪺꪥ ꪹꪠꪷ꫁","chén hết hai bát phở","cxđ. cxđ. đg. d. cxđ."
"ꪶꪙ꫁ꪀ ꪖꪳꪀ ꪵꪭ꫁ꪫ","chim mắc bẫy","cxđ. cxđ. cxđ."
"* ꪖꪳꪀ ꪭꪮꪒ ꪭꪱꪉ ꪶꪣꪒ ꪼꪭ","động đến tổ kiến đen; động đến tổ ong","SYM cxđ. .ctxđ d. cxđ."
"ꪼꪣ꫁ ꪖꪳꪀ ꪬꪺ","cây vào đầu","d. cxđ. d."
"ꪚ꪿ꪱꪫ ꪎꪱꪫ ꪖꪳ꪿ ꪻꪊ ꪀꪽ","trai gái phải lòng nhau","d. cxđ. t. d."
"ꪁꪺꪙ ꪹꪚꪱ꪿ ꪖꪳꪀ ꪻꪊ","thuốc không hợp","d. cxđ. cxđ."
"* ꪖꪳꪀ ꪘꪲ꫁ ꪩꪴꪀ ꪀꪫꪱꪙ","mắc lỗi con quan","SYM cxđ. cxđ. d."
"* ꪖꪳꪀ ꪹꪙꪷ꫁ ꪖꪳꪀ ꪙꪱꪣ","mắc nợ mắc nần","SYM cxđ. cxđ. cxđ."
"ꪖꪳꪀ ꪹꪙ꫁ ꪊꪰ꪿ꪉ ꪒꪲ ꪫꪽ","chịu thuốc mới chóng khỏi","cxđ. cxđ. d. d."
"ꪀꪲꪙ ꪤꪱ ꪖꪳꪀ ꪹꪙ꫁","uống thuốc phải môn","d. cxđ. cxđ."
"ꪀꪲꪙ ꪙꪴ꪿ꪉ ꪹꪚꪱ꪿ ꪖꪳꪀ ꪔꪱ","ăn mặc không vừa mắt","cxđ. cxđ. cxđ."
"ꪹꪥꪸꪒ ꪮ꪿ꪱꪀ ꪖꪳꪀ ꪶꪕ꫁ꪥ","làm ác phải tội","cxđ. t. cxđ."
"ꪹꪖꪀ ꪵꪀ꫁","thước kẻ","t. đg."
"ꪻꪙ ꪹꪖ꪿ꪙ ꪶꪒꪉ ꪵꪄꪫ","bên rừng cây xanh","p. d. cxđ. t."
"ꪹꪗꪉ ꪹꪉꪷꪙ","bồi thường bằng tiền","cxđ. đg."
"ꪹꪖꪒ ꪙꪾ꫁ ꪮ꫁ꪮꪥ","tấm đường phên","cxđ. cxđ."
"ꪖꪮꪀ ꪙꪾ꫁ ꪮ꫁ꪮꪥ ꪻꪎ꪿ ꪹꪖꪒ","đổ mật vào khuôn","cxđ. cxđ. cxđ. cxđ."
"ꪎꪸꪉ ꪡ꫁ꪱ ꪒꪰꪉ ꪗꪳꪒ ꪗꪳꪒ","tiếng sấm ì ầm","cxđ. cxđ. cxđ."
"ꪠ꫁ꪱꪥ ꪘꪱ","vải dày","d. d."
"ꪝꪾꪚ ꪎꪳ ꪘꪱ ꪩꪁꪳꪚ","quyển sách dày cộp","cxđ. cxđ."
"ꪵꪚ꪿ꪙ ꪘ꫁ꪱ","bắn nỏ","đg. đg."
"ꪎ꪿ꪺꪥ ꪘ꫁ꪱ","rửa mặt","đg. đg."
"ꪜꪳꪒ ꪘ꫁ꪱ ꪊꪸ꫁","lật trang giấy","cxđ. đg. cxđ."
"* ꪀ꫁ꪽ ꪘ꫁ꪱ ꪀ꫁ꪽ ꪨꪰꪉ","chặn trước chặn sau","SYM đg. đg."
"ꪘ꫁ꪱ ꪮꪱꪥ ꪶꪎꪚ","ngượng mồm","cxđ. đg."
"ꪋꪷ꫁ ꪹꪯꪸ꪿ꪣ ꪢꪱꪉ ꪘ꫁ꪱ ꪶꪚꪒ","bị mẹ mắng xịu mặt","cxđ. UNK đg. cxđ."
"ꪤꪴ꪿ ꪘꪰ꫁ꪉ ꪘ꫁ꪱ ꪵꪁ꪿ꪉ ꪁꪷ꫁ ꪹꪚꪱ꪿ ꪹꪬꪸꪙ","ở ngay trước mặt cũng không thấy","p. cxđ. cxđ. p. cxđ. đg."
"ꪠꪲꪒ ꪻꪊ ꪙ꫁ꪮꪥ ꪙꪳ꪿ꪉ ꪘ꫁ꪱ ꪻꪁ꪿ ꪤꪴ꪿","trái ý một tí là nặng mặt","cxđ. d. .cxđ cxđ. p."
"ꪘ꫁ꪱ ꪊ꪿ꪱꪉ ꪀꪾꪚ ꪝꪲ꪿ ꪙ꫁ꪮꪉ","lạnh nhạt với anh em","cxđ. d. cxđ."
"ꪶꪛ꫁ ꪶꪓ꫁ꪥ ꪮꪮꪀ ꪘ꫁ꪱ ꪹꪋꪷ꫁ꪙ","bộ đội ra mặt trận","d. cxđ. cxđ."
"ꪘ꫁ꪱ ꪑꪰꪉ ꪋꪳ꪿ꪙ ꪝꪸ꫁ꪙ ꪹꪣꪱ","mặt còn tỉnh vờ say","đg. cxđ. cxđ. cxđ. cxđ."
"ꪵꪚ꪿ꪙ ꪘꪰ꫁ ꪶꪀꪉ ꪋꪱꪉ","bắn cung","đg. UNK d. cxđ."
"ꪫꪸꪀ ꪙ꫁ꪽ ꪘ꫁ꪱ ꪵꪓꪉ","việc đó đã đành","d. d. cxđ."
"ꪤ꫁ꪱꪙ ꪨꪱꪥ ꪘ꫁ꪱ ꪵꪒ꫁ ꪹꪄꪱ꫁","sợ quá xám mặt lại","đg. cxđ. cxđ. d."
"ꪝꪱꪒ ꪵꪄꪙ ꪻꪎ꪿ ꪘ꫁ꪱ ꪵꪒ꪿ꪙ","gác tay lên trán","cxđ. d. cxđ. cxđ."
"ꪹꪬꪸꪙ ꪵꪎ ꪔꪾ ꪀꪽ ꪀ꫁ꪽ ꪘ꫁ꪱ ꪹꪒꪸ꪿ꪙ ꪹꪄꪸꪒ","thấy xe đâm nhau mà rợn người","đg. đg. cxđ. d. đg. cxđ. đg."
"ꪘ꫁ꪱ ꪭ꫁ꪱꪥ ꪝꪲ꪿ ꪙ꫁ꪮꪉ","xấu hổ với anh em","cxđ. cxđ."
"ꪘ꫁ꪱ ꪻꪄ꪿ ꪀꪾꪚ ꪵꪄꪀ","lãnh đạm với khách","cxđ. d. đg."
"* ꪘ꫁ꪱ ꪄꪾ ꪔꪱ ꪄꪷ","cau mặt cau mũi","SYM cxđ. cxđ."
"ꪹꪕꪸꪉ ꪋ꪿ꪺ ꪘ꫁ꪱ ꪵꪄ꫁ꪫ ꪚꪲ꪿ ꪤꪴ꪿","suốt đời ốm yếu","cxđ. cxđ. p."
"ꪘ꫁ꪱ ꪄꪷ ꪩꪉꪮꪒ ꪭꪳ ꪹꪢꪸꪒ ꪵꪄꪀ","bạu mặt thì mất khách","cxđ. p. cxđ. đg."
